name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
chiang mai,4/3/2023,32.3,20,26,31.7,20,25.9,15.4,54.4,0,0,0,,0,0,21.2,12.9,220.3,1017.3,3.8,5.7,291.3,25.1,10,10,2023-03-04T06:41:15,2023-03-04T18:30:30,0.39,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,5/3/2023,31.4,19,25.6,30.9,19,25.5,15.4,55.3,0,0,0,,0,0,9.7,9.4,185.9,1017,3.5,6.5,291.7,25.1,10,10,2023-03-05T06:40:30,2023-03-05T18:30:48,0.42,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,6/3/2023,33,19,26.1,32.6,19,26,15.7,55.5,0,0,0,,0,0,8.3,9.4,178.5,1015.3,4.8,5.9,293,25.2,10,10,2023-03-06T06:39:44,2023-03-06T18:31:06,0.46,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,7/3/2023,34.1,20,26.9,33.6,20,26.8,15.6,52.8,0,0,0,,0,0,7.2,11.2,200.2,1014.4,7.3,5.6,294.5,25.3,10,10,2023-03-07T06:38:59,2023-03-07T18:31:24,0.5,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,8/3/2023,34.3,20,27,34.2,20,27,16.1,53.9,0,0,0,,0,0,5.8,9.4,275.5,1014.2,2.9,5.3,295,25.4,10,10,2023-03-08T06:38:12,2023-03-08T18:31:41,0.52,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,9/3/2023,36,20,27.3,35.7,20,27.3,16.3,55,0,0,0,,0,0,17.6,11.2,228.3,1012.9,4.2,5.9,295,25.5,10,10,2023-03-09T06:37:25,2023-03-09T18:31:58,0.56,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,10/3/2023,35,23,28.3,36.4,23,28.9,18,55.2,0,0,0,,0,0,11.5,11.2,198.2,1012,10.4,5.3,287.5,25,10,10,2023-03-10T06:36:38,2023-03-10T18:32:15,0.59,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,11/3/2023,33.2,22,27.2,34.5,22,27.9,18.8,61.6,0,0,0,,0,0,6.8,9.4,192.8,1012.1,18.1,4.8,258.4,22.4,9,10,2023-03-11T06:35:51,2023-03-11T18:32:32,0.63,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,12/3/2023,34,22,27.8,36,22,28.9,19.4,62.1,0,0,0,,0,0,31,12.9,228.5,1012.2,20.7,4.6,242.4,20.9,9,10,2023-03-12T06:35:03,2023-03-12T18:32:48,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,13/3/2023,29,21,23,29.8,21,23,19.2,80.2,6.399,100,20.83,rain,0,0,22.3,18.4,310.7,1015.7,86,6.1,168.1,14.7,7,10,2023-03-13T06:34:15,2023-03-13T18:33:04,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,14/3/2023,30.1,20,24.7,30.6,20,24.9,18.4,70.6,0,0,0,,0,0,10.1,9.4,188.3,1013.1,34.4,6.4,275.5,23.6,10,10,2023-03-14T06:33:26,2023-03-14T18:33:20,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,15/3/2023,36,20,26.9,36.8,20,27.3,17.6,60.1,0,0,0,,0,0,16.9,11.1,228.2,1011,17.9,9.6,277,23.8,10,10,2023-03-15T06:32:37,2023-03-15T18:33:35,0.75,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,remote,VTCL"
chiang mai,16/3/2023,35,21,26.9,36.3,21,27.2,17.6,60,10.908,100,8.33,rain,0,0,16.9,22.3,6.9,1012.5,33.5,9.8,262,22.6,10,10,2023-03-16T06:31:48,2023-03-16T18:33:50,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,remote,VTCL"
chiang mai,17/3/2023,34,20,25.9,34,20,26.2,18.4,67.3,9.101,100,8.33,rain,0,0,19.4,13,184.5,1012.8,32.1,7.9,241.3,20.9,10,10,2023-03-17T06:30:59,2023-03-17T18:34:06,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,18/3/2023,35,22,26,36.2,22,26.3,18.6,65.6,5.719,100,12.5,rain,0,0,46.4,25.8,306.4,1011,33.7,8.2,238.5,20.7,9,10,2023-03-18T06:30:09,2023-03-18T18:34:21,0.88,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,19/3/2023,34,21,26.3,35.7,21,26.9,19.2,67.2,0.261,100,8.33,rain,0,0,28.8,16.6,261.6,1010.4,31.5,7.8,265.5,23,10,10,2023-03-19T06:29:20,2023-03-19T18:34:35,0.91,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,20/3/2023,34,21.2,27.4,36.7,21.2,28.3,19.2,63,0,0,0,rain,0,0,18,16.5,27.5,1009.8,41.6,8.3,277,24,10,10,2023-03-20T06:28:30,2023-03-20T18:34:50,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,21/3/2023,34.4,22,27.8,35.5,22,28.4,18.7,60.5,0,0,0,,0,0,28.1,12.9,24.6,1009,30.6,7.1,238.2,20.6,10,10,2023-03-21T06:27:40,2023-03-21T18:35:04,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,22/3/2023,36.8,21,28.7,36.8,21,28.9,17,52.8,0,0,0,,0,0,23.4,20.5,201.7,1007.3,25.1,8.1,305.9,26.4,10,10,2023-03-22T06:26:50,2023-03-22T18:35:19,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,remote,VTCL"
chiang mai,23/3/2023,36,22,29.1,35.8,22,29.1,16.4,49,0,0,0,,0,0,34.2,18.4,183.8,1007,29.4,7.1,309.3,26.8,10,10,2023-03-23T06:26:00,2023-03-23T18:35:33,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,24/3/2023,36,22,28.7,36.3,22,29,16.7,50.7,0,0,0,,0,0,21.2,14.7,212.7,1008.2,21.8,7.5,311.2,27.1,10,10,2023-03-24T06:25:09,2023-03-24T18:35:47,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,25/3/2023,35.3,22,28.5,35.2,22,28.6,16.6,51.2,0,0,0,,0,0,23.4,11.2,115.7,1008.8,14,6.2,306.6,26.5,10,10,2023-03-25T06:24:19,2023-03-25T18:36:01,0.11,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,26/3/2023,36,22.3,29.2,36.8,22.3,29.6,17.6,52,0,0,0,,0,0,20.2,9.4,144.8,1007.9,14.6,5,313.7,27.1,10,10,2023-03-26T06:23:29,2023-03-26T18:36:15,0.14,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,27/3/2023,38,22,29.4,36.3,22,29.4,16.3,49.3,0,0,0,,0,0,23,14.7,214.4,1008.3,7,5.7,315.7,27.4,10,10,2023-03-27T06:22:39,2023-03-27T18:36:29,0.18,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,28/3/2023,38,20,29.3,36.3,20,28.5,12.5,41.7,0,0,0,,0,0,29.2,20.5,185.6,1009.1,7.2,7.1,321.3,27.7,10,10,2023-03-28T06:21:48,2023-03-28T18:36:43,0.21,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,29/3/2023,37.7,21,29.1,36.9,21,28.8,14.1,42.5,0,0,0,,0,0,19.4,18.4,218.8,1010,20.6,5.7,316.1,27.2,10,10,2023-03-29T06:20:58,2023-03-29T18:36:57,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,30/3/2023,36.8,22,29.1,36.7,22,29.2,16,47.3,0,0,0,,0,0,20.5,14.8,191.2,1008.4,26.5,4.4,296.9,25.6,10,10,2023-03-30T06:20:08,2023-03-30T18:37:11,0.27,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,31/3/2023,35.9,22,28.8,36.9,22,29.3,17.3,52,0,0,0,,0,0,17.3,7.6,167.8,1008.3,16.3,3.8,299.5,25.8,10,10,2023-03-31T06:19:19,2023-03-31T18:37:25,0.31,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,1/4/2023,36.1,23,29,37.3,23,29.5,17.8,53.2,0,0,0,,0,0,22,11.2,224.1,1007.6,4.3,2.8,313.9,27.2,10,10,2023-04-01T06:18:29,2023-04-01T18:37:39,0.34,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,2/4/2023,38.8,23,30.3,37.4,23,30.4,16.1,46.3,0,0,0,,0,0,32.4,21.3,202.3,1007.1,12.4,5.6,322.7,27.9,10,10,2023-04-02T06:17:39,2023-04-02T18:37:53,0.37,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,3/4/2023,36,23,29.9,35.8,23,29.9,15.6,44.1,0,0,0,,0,0,27,22.3,203.3,1007,11.7,7.1,319.2,27.7,10,10,2023-04-03T06:16:50,2023-04-03T18:38:07,0.4,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,4/4/2023,37,23,29.9,36.5,23,29.9,15.9,45.7,0,0,0,,0,0,17.6,14.8,207.5,1007,17.4,6.6,324.8,28,10,10,2023-04-04T06:16:01,2023-04-04T18:38:21,0.44,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,5/4/2023,37,22,29.1,35.8,22,28.9,15,45.4,0,0,0,,0,0,14.4,11.2,193.2,1007.6,10.1,5.1,323,27.8,10,10,2023-04-05T06:15:12,2023-04-05T18:38:36,0.47,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,6/4/2023,36.3,22,28.7,37.2,22,29,16.2,49,0,0,0,,0,0,10.8,7.6,243.4,1008.5,8.1,4.2,325,27.9,10,10,2023-04-06T06:14:23,2023-04-06T18:38:50,0.5,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,remote,VTCL"
chiang mai,7/4/2023,38,23,29.8,39.8,23,30.5,17.8,50.8,0,0,0,,0,0,28.1,9.4,196.1,1009.4,6.3,2.4,324.7,27.9,10,10,2023-04-07T06:13:35,2023-04-07T18:39:04,0.54,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,8/4/2023,39,24,31.1,39.8,24,31.8,18,48.9,0,0,0,,0,0,9.4,12.9,184.7,1011,27.5,4.5,307.4,26.8,10,10,2023-04-08T06:12:47,2023-04-08T18:39:19,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,9/4/2023,38.1,24,31.2,39.2,24,32.1,18.2,48.5,0,0,0,,0,0,25.6,14.7,191.1,1011,14.6,5,319.6,27.5,10,10,2023-04-09T06:11:59,2023-04-09T18:39:34,0.61,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,10/4/2023,38.2,24.3,31.2,39.8,24.3,32,17.7,46.8,0,0,0,,0,0,17.6,11.2,203.6,1009.4,7,5.1,325.4,27.9,10,10,2023-04-10T06:11:12,2023-04-10T18:39:49,0.64,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,11/4/2023,39,23,30.9,40.9,23,31.7,17.6,47.4,0,0,0,,0,0,16.6,9.3,190.5,1008.4,5.7,4.6,328.8,28.4,10,10,2023-04-11T06:10:25,2023-04-11T18:40:03,0.68,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,12/4/2023,39,25,31.7,40.3,25,32.7,18.1,46.4,0,0,0,,0,0,18,11.2,321.1,1007.6,9.3,3.9,329,28.5,10,10,2023-04-12T06:09:38,2023-04-12T18:40:19,0.72,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,13/4/2023,40,25,31.8,42.3,25,33.5,19.1,48.7,0,0,0,,0,0,16.9,14.8,191.2,1007.1,14.8,3.6,324.5,28.2,10,10,2023-04-13T06:08:52,2023-04-13T18:40:34,0.75,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,14/4/2023,41,23,31.3,39.2,23,31.3,15.3,42,0,0,0,,0,0,14.4,12.9,173.4,1007.1,7.6,6.8,330.6,28.7,10,10,2023-04-14T06:08:07,2023-04-14T18:40:49,0.79,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,remote,VTCL"
chiang mai,15/4/2023,39.8,24.1,31.3,40,24.1,31.6,16.4,42.8,0,0,0,,0,0,13,9.4,2.1,1006.9,15,4.8,332.4,28.6,10,10,2023-04-15T06:07:21,2023-04-15T18:41:05,0.82,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,16/4/2023,40,26,32.1,41.3,26,33.3,18.2,46.4,0,0,0,,0,0,23.8,11.2,176.3,1006.2,22.8,4.6,331.3,28.6,10,10,2023-04-16T06:06:37,2023-04-16T18:41:21,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,17/4/2023,38.1,24,31.4,39.8,24,32.6,17.7,45.4,0,0,0,,0,0,18.4,16.5,194.4,1007.5,9.4,6.6,329.9,28.7,10,10,2023-04-17T06:05:52,2023-04-17T18:41:37,0.89,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,18/4/2023,39.3,25.4,32.2,40.8,25.4,33.6,18.5,46.8,0,0,0,,0,0,16.6,11.2,207.5,1007.6,5.6,5.9,331.1,28.5,10,10,2023-04-18T06:05:09,2023-04-18T18:41:53,0.93,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,remote,VTCL"
chiang mai,19/4/2023,39,27,33.2,42.6,28.5,35.8,20.2,47.8,0,0,0,,0,0,21.2,15.9,216.5,1004.9,13.1,5.1,292.1,25.3,10,10,2023-04-19T06:04:26,2023-04-19T18:42:10,0.97,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,20/4/2023,39,27,32.3,43,28.8,35.2,20.7,51.5,0,0,0,,0,0,34.9,16.6,196.9,1003.3,23.9,6,251.6,21.7,10,30,2023-04-20T06:03:43,2023-04-20T18:42:27,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,21/4/2023,38.1,26,31.6,42.3,26,33.6,19.9,51.9,0,0,0,,0,0,18,22.3,222.2,1004.2,13.8,6.2,303.2,26.1,10,30,2023-04-21T06:03:01,2023-04-21T18:42:44,0.03,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,22/4/2023,38.2,26,30.9,40.1,26,32,18.1,47.7,0,0,0,,0,0,31.7,16.5,32.6,1006.1,27.8,6.5,315.2,27,10,30,2023-04-22T06:02:20,2023-04-22T18:43:01,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,23/4/2023,38.9,24,29.5,40.1,24,30.2,17.6,50.6,2.263,100,8.33,rain,0,0,79.6,48,235.9,1008.6,26.6,8.2,316.5,27.3,10,10,2023-04-23T06:01:39,2023-04-23T18:43:18,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,24/4/2023,37.2,23,30.2,39.3,23,31.4,19.2,54.4,0,0,0,,0,0,19.8,11.2,283.6,1010.8,27.8,9.4,322.6,27.8,10,10,2023-04-24T06:00:59,2023-04-24T18:43:36,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,25/4/2023,39,25,31.8,40.2,25,32.9,18.3,47.4,0,0,0,,0,0,17.3,16.5,273,1008.6,22.4,9.2,296.5,25.7,10,10,2023-04-25T06:00:20,2023-04-25T18:43:54,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,26/4/2023,37,25,30,40.1,25,31.8,20,56.2,0,0,0,,0,0,34.2,29.4,202.4,1008.6,43.3,8.4,208,18,9,10,2023-04-26T05:59:41,2023-04-26T18:44:12,0.19,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,27/4/2023,37.1,24,30.5,40.1,24,32.2,20.3,57.3,0.012,100,4.17,rain,0,0,35.3,14.7,191.3,1009.6,20.1,8.2,292.8,25.3,10,10,2023-04-27T05:59:04,2023-04-27T18:44:30,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,28/4/2023,39.1,27,32.7,41.1,28.8,34.9,19.7,48.8,0,0,0,,0,0,35.3,13,177,1008.3,22.8,8.9,320.2,27.6,10,10,2023-04-28T05:58:26,2023-04-28T18:44:49,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,29/4/2023,40,25,33.1,40.9,25,34.3,18.2,43.8,0,0,0,,0,0,31.3,13,184.3,1006.9,20,8.9,326.5,28.3,10,10,2023-04-29T05:57:50,2023-04-29T18:45:08,0.29,Clear,Partly cloudy throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,30/4/2023,36,26.9,30.9,39.9,28.5,33.2,20.5,54.8,0,0,0,rain,0,0,24.1,24.1,193.2,1007.8,31.1,8.2,244.3,21.1,10,30,2023-04-30T05:57:14,2023-04-30T18:45:27,0.32,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,1/5/2023,36.3,24,30.1,38.5,24,31.6,20.5,59.9,0,0,0,rain,0,0,20.5,25.9,189.6,1009.8,43.8,9.4,314.5,27.3,10,30,2023-05-01T05:56:40,2023-05-01T18:45:47,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,2/5/2023,38,25,30.3,40.5,25,32.3,20.6,58.3,1.709,100,8.33,rain,0,0,20.5,19,24,1009.8,42.8,9.8,284.9,24.8,10,30,2023-05-02T05:56:06,2023-05-02T18:46:06,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,3/5/2023,37,25,30,40.7,25,32.2,21.1,60.9,0.65,100,12.5,rain,0,0,13.3,27.7,275.5,1010.9,47.9,10,281.2,24.4,10,30,2023-05-03T05:55:32,2023-05-03T18:46:26,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,4/5/2023,37,25,28.9,42,25,31.5,22.2,68.6,1.978,100,8.33,rain,0,0,11.9,14.8,235.1,1008.6,28.6,9.1,308.5,26.7,10,10,2023-05-04T05:55:00,2023-05-04T18:46:47,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,5/5/2023,39,26,32,43.5,26,35.1,21.9,57.9,0,0,0,,0,0,16.2,14.8,229.4,1005,25.4,9,276.1,23.9,10,10,2023-05-05T05:54:29,2023-05-05T18:47:07,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,6/5/2023,40,27,33.6,43,29.2,36.7,20.8,49.4,0,0,0,,0,0,13.3,16.5,208.6,1003.6,20.4,8.8,291.6,25.2,10,10,2023-05-06T05:53:58,2023-05-06T18:47:28,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,7/5/2023,40.1,27,33.8,45,29.2,37.5,21.4,50,0,0,0,,0,0,18.4,11.4,228.5,1003.2,11.9,8.9,319.3,27.6,10,30,2023-05-07T05:53:28,2023-05-07T18:47:49,0.55,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,8/5/2023,40,24,32.8,44.8,24,36.4,22,55.7,3.584,100,8.33,rain,0,0,31.3,25.6,164.6,1004.6,38,8.3,296.9,25.6,10,30,2023-05-08T05:52:59,2023-05-08T18:48:10,0.59,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,9/5/2023,34,23,28.1,39.3,23,30.3,22.3,72.8,33.834,100,12.5,rain,0,0,40,18.4,213.6,1008.9,49.8,9.2,304.9,26.3,10,30,2023-05-09T05:52:32,2023-05-09T18:48:31,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,10/5/2023,34.1,26,30.2,39.3,26,33.5,22.3,63.1,0,0,0,,0,0,13.7,16.5,206.8,1008.9,33.7,10,303.8,26.2,10,30,2023-05-10T05:52:05,2023-05-10T18:48:53,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,11/5/2023,36.1,26,30.8,40,26,33.5,21.6,59.8,0.731,100,4.17,rain,0,0,20.9,14.8,205.3,1009.8,39.4,9.9,292.5,25.3,10,10,2023-05-11T05:51:38,2023-05-11T18:49:14,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,12/5/2023,32,24.3,27.5,35,24.3,30,23.3,78.5,9.334,100,25,rain,0,0,11.5,18.3,155.6,1010.4,64.4,9.9,110.1,9.5,8,30,2023-05-12T05:51:13,2023-05-12T18:49:36,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,13/5/2023,32.1,24,26.7,37.9,24,28.5,23.9,85.5,53.332,100,29.17,rain,0,0,11.5,27.2,332.9,1009.6,76.3,8.4,301.3,26,9,30,2023-05-13T05:50:49,2023-05-13T18:49:59,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,14/5/2023,32.2,24,27.1,35.3,24,28.7,22.9,78.9,22.586,100,16.67,rain,0,0,33.8,20.5,208.6,1008.5,62.3,9.7,240.7,20.9,10,10,2023-05-14T05:50:26,2023-05-14T18:50:21,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,15/5/2023,31,24,27.2,33.7,24,28.4,22.2,75,0.986,100,20.83,rain,0,0,31.3,19.6,207.7,1009.1,61.3,10,262,22.6,9,10,2023-05-15T05:50:04,2023-05-15T18:50:43,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,16/5/2023,33.1,23,27.4,36.5,23,29,21.6,71.8,0.053,100,8.33,rain,0,0,17.6,20.5,334.1,1010.3,33.2,9.8,286.7,24.7,10,10,2023-05-16T05:49:43,2023-05-16T18:51:06,0.88,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,17/5/2023,35,24,29.3,37.6,24,31.4,21.7,65.6,0.181,100,4.17,rain,0,0,17.3,11.1,200.8,1010.4,27.5,9.7,289.7,25.2,10,10,2023-05-17T05:49:22,2023-05-17T18:51:29,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,18/5/2023,35,25,30.4,39.5,25,33.1,21.8,61.4,0,0,0,,0,0,25.9,18.4,220.1,1009.5,18.4,9.1,254.6,22,10,10,2023-05-18T05:49:03,2023-05-18T18:51:51,0.95,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,19/5/2023,35.1,25,28.4,39.8,25,30.3,22.3,71.2,6.474,100,8.33,rain,0,0,14.8,22.8,217.2,1007.8,32.5,9,281.5,24.5,10,10,2023-05-19T05:48:45,2023-05-19T18:52:14,0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
